Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Duration
6695,That was amazing!,Chandler,joy,positive,663,0,5,17,2023-05-02 00:14:09.557,2023-05-02 00:14:11.474,1.917
6696,Phoebe and Gary are,Monica,neutral,neutral,663,1,5,17,2023-05-02 00:14:11.642,2023-05-02 00:14:15.520,3.878
6697,That was amazing.,Chandler,joy,positive,663,2,5,17,2023-05-02 00:14:16.438,2023-05-02 00:14:18.314,1.8760000000000001
6698,We are the hottest! Huh?,Monica,joy,positive,663,3,5,17,2023-05-02 00:14:19.275,2023-05-02 00:14:21.526,2.2510000000000003
6699,"No, you're the best.",Chandler,neutral,neutral,663,4,5,17,2023-05-02 00:14:24.530,2023-05-02 00:14:25.323,0.793
6700,"No, you're the best.",Monica,neutral,neutral,663,5,5,17,2023-05-02 00:14:25.323,2023-05-02 00:14:26.908,1.5850000000000002
6701,"No, you're the best.",Chandler,neutral,neutral,663,6,5,17,2023-05-02 00:14:26.908,2023-05-02 00:14:27.140,0.232
6702,I,Monica,neutral,neutral,663,7,5,17,2023-05-02 00:14:31.620,2023-05-02 00:14:33.663,2.043
6703,Hey guys!  What 'cha been doin'?,Joey,neutral,neutral,663,8,5,17,2023-05-02 00:14:36.125,2023-05-02 00:14:39.210,3.0850000000000004
6704,Hey Joey! Isn't that the girl that waved at you the other day?,Monica,neutral,neutral,663,9,5,17,2023-05-02 00:14:44.508,2023-05-02 00:14:47.760,3.2520000000000002
6706,So what are you gonna do?,Joey,neutral,neutral,664,0,3,15,2023-05-02 00:16:41.250,2023-05-02 00:16:42.834,1.584
6707,"What can I do? One person wants to break-up, you break-up.",Ross,sadness,negative,664,1,3,15,2023-05-02 00:16:41.250,2023-05-02 00:16:45.336,4.086
6708,"Hey, no way! Come on, this is you guys, call her and work it out.",Chandler,sadness,negative,664,2,3,15,2023-05-02 00:16:45.504,2023-05-02 00:16:49.247,3.7430000000000003
6709,"Oh come on, we just had this huge fight, all right, dont I have to wait a while?",Ross,sadness,negative,664,3,3,15,2023-05-02 00:16:49.425,2023-05-02 00:16:52.635,3.2100000000000004
6710,"Hey, this isnt like swimming after you eat, pick up the phone!!",Chandler,anger,negative,664,4,3,15,2023-05-02 00:16:52.886,2023-05-02 00:16:57.223,4.337000000000001
6711,Y'know that whole swimming thing is a myth.,Chandler,neutral,neutral,664,5,3,15,2023-05-02 00:17:01.770,2023-05-02 00:17:03.980,2.21
6712,"Yeah, tell that to my Uncle Lenny.",Joey,neutral,neutral,664,6,3,15,2023-05-02 00:17:04.148,2023-05-02 00:17:06.691,2.543
6713,Why? What happened to him?,Chandler,neutral,neutral,664,7,3,15,2023-05-02 00:17:06.859,2023-05-02 00:17:08.985,2.1260000000000003
6714,"Nothing, hes just really believes in that.",Joey,neutral,neutral,664,8,3,15,2023-05-02 00:17:09.153,2023-05-02 00:17:12.280,3.1270000000000002
6715,It looks like your uterus is ready for implantation.,Dr. Zane,neutral,neutral,665,0,4,12,2023-05-02 00:05:37.378,2023-05-02 00:05:40.422,3.044
6716,Oh! I knew it! I knew it! I felt really thick this morning.,Phoebe,joy,positive,665,1,4,12,2023-05-02 00:05:40.590,2023-05-02 00:05:43.300,2.71
6717,"Well, okay, so whats nowgo get, go get the eggs, put em in there.",Frank,neutral,neutral,665,2,4,12,2023-05-02 00:05:46.054,2023-05-02 00:05:48.513,2.459
6718,"Okay, itll take just a little while to prepare the embryos.",Dr. Zane,neutral,neutral,665,3,4,12,2023-05-02 00:05:48.681,2023-05-02 00:05:52.434,3.753
6719,"Embryossss? As in, ""More than one?""",Phoebe,surprise,positive,665,4,4,12,2023-05-02 00:05:52.602,2023-05-02 00:05:54.688,2.0860000000000003
6720,"Um-hmm, five actually.",Dr. Zane,neutral,neutral,665,5,4,12,2023-05-02 00:05:54.688,2023-05-02 00:05:56.298,1.61
6721,"Five? Okay, where am I giving birth, a hospital or a big box under the stairs?",Phoebe,neutral,neutral,665,6,4,12,2023-05-02 00:05:56.564,2023-05-02 00:06:00.859,4.295
6724,"Hey, yknow I was thinking, what are the odds like if-if, if you stuff like 200 of them in there?",Frank,neutral,neutral,665,9,4,12,2023-05-02 00:06:14.916,2023-05-02 00:06:17.709,2.793
6725,"Sweety, now, shes a woman, not a gumball machine.",Alice,neutral,neutral,665,10,4,12,2023-05-02 00:06:21.047,2023-05-02 00:06:22.923,1.8760000000000001
6726,"Okay, well yknow what, dont worry you guys, cause Im-Im gonna do this as many times as it takes to get it right.",Phoebe,neutral,neutral,665,11,4,12,2023-05-02 00:06:26.469,2023-05-02 00:06:31.348,4.8790000000000004
6727,"Well, you see, the-the thing is, we-we only got, we kinda have one shot to make it right.",Frank,neutral,neutral,665,12,4,12,2023-05-02 00:06:31.516,2023-05-02 00:06:35.727,4.211
6728,"Umm, it costs $16,000 each time you do this.",Alice,neutral,neutral,665,13,4,12,2023-05-02 00:06:35.895,2023-05-02 00:06:39.314,3.419
6729,"So, umm, were kinda using all the money we have to do it just this one time.",Alice,neutral,neutral,665,14,4,12,2023-05-02 00:06:40.650,2023-05-02 00:06:45.070,4.42
6731,"No, Im sorry.",Dr. Zane,neutral,neutral,665,16,4,12,2023-05-02 00:06:58.251,2023-05-02 00:06:59.668,1.417
6732,Wow! You guys really dont know anything!,Phoebe,surprise,positive,665,17,4,12,2023-05-02 00:06:59.836,2023-05-02 00:07:02.587,2.7510000000000003
6733,I know! Why dont you get drunk! That worked for a lot of girls in my high school.,Frank,anger,negative,665,18,4,12,2023-05-02 00:07:03.923,2023-05-02 00:07:08.677,4.7540000000000004
6743,Hey!,Joey,neutral,neutral,666,0,5,7,2023-05-02 00:11:00.451,2023-05-02 00:11:01.035,0.5840000000000001
6744,Hey!,Monica,neutral,neutral,666,1,5,7,2023-05-02 00:11:01.035,2023-05-02 00:11:01.926,0.891
6745,You guys got anything to eat? I just went down to Johnos for some chicken and it was closed!,Joey,surprise,negative,666,2,5,7,2023-05-02 00:11:02.036,2023-05-02 00:11:06.122,4.086
6746,"Oh, I took Larry there to eat but it was all violated. So we shut it down!",Phoebe,disgust,negative,666,3,5,7,2023-05-02 00:11:06.332,2023-05-02 00:11:10.877,4.545
6747,"Pheebs, if this guy keeps closing down all of our favorite places, where are we gonna eat?!",Joey,anger,negative,666,4,5,7,2023-05-02 00:11:11.712,2023-05-02 00:11:15.840,4.128
6748,"I don't know, clean places?",Monica,neutral,neutral,666,5,5,7,2023-05-02 00:11:16.050,2023-05-02 00:11:17.759,1.709
6749,"Mm, yum!",Joey,neutral,neutral,666,6,5,7,2023-05-02 00:11:17.968,2023-05-02 00:11:19.302,1.334
6750,It's Danny.,Monica,neutral,neutral,666,7,5,7,2023-05-02 00:11:25.226,2023-05-02 00:11:26.267,1.0410000000000001
6751,Don't let him in! I'm supposed to be at a regatta gala.,Rachel,fear,negative,666,8,5,7,2023-05-02 00:11:26.435,2023-05-02 00:11:28.770,2.335
6752,We'll be right there!  Can't you just say it starts later?,Monica,anger,negative,666,9,5,7,2023-05-02 00:11:29.730,2023-05-02 00:11:32.315,2.585
6753,What? What kind of a regatta gala starts at night?!,Rachel,surprise,negative,666,10,5,7,2023-05-02 00:11:33.109,2023-05-02 00:11:36.111,3.0020000000000002
6754,The fake kind!,Monica,anger,negative,666,11,5,7,2023-05-02 00:11:36.612,2023-05-02 00:11:37.904,1.292
6755,"Hey, hi, I need a ladle. You got a ladle?",Danny,neutral,neutral,666,12,5,7,2023-05-02 00:11:42.034,2023-05-02 00:11:44.579,2.5450000000000004
6756,We have a ladle.,Monica,neutral,neutral,666,13,5,7,2023-05-02 00:11:44.579,2023-05-02 00:11:45.793,1.214
6757,"Thanks, see you at the party.",Danny,neutral,neutral,666,14,5,7,2023-05-02 00:11:48.040,2023-05-02 00:11:49.082,1.042
6758,"Okay, great!",Monica,joy,positive,666,15,5,7,2023-05-02 00:11:49.250,2023-05-02 00:11:50.291,1.0410000000000001
6760,You're so efficient. I love you!,Monica,joy,positive,667,0,5,24,2023-05-02 00:17:56.575,2023-05-02 00:17:59.035,2.46
6761,Let's go!,Chandler,joy,positive,667,1,5,24,2023-05-02 00:17:59.453,2023-05-02 00:18:00.703,1.25
6762,No-no-no! We need something old!,Monica,sadness,negative,667,2,5,24,2023-05-02 00:18:00.954,2023-05-02 00:18:02.455,1.5010000000000001
6763,"Ohh, great, I have condom in my wallet I've had since I was twelve.",Chandler,neutral,neutral,667,3,5,24,2023-05-02 00:18:02.664,2023-05-02 00:18:06.501,3.837
6764,That'll work!,Monica,joy,positive,667,4,5,24,2023-05-02 00:18:08.420,2023-05-02 00:18:10.046,1.6260000000000001
6765,I don't think so.,Chandler,neutral,neutral,667,5,5,24,2023-05-02 00:18:10.255,2023-05-02 00:18:11.923,1.6680000000000001
6766,"Okay, now we just need something borrowed!",Monica,joy,positive,667,6,5,24,2023-05-02 00:18:13.467,2023-05-02 00:18:15.593,2.1260000000000003
6767,Here justtake this.,Chandler,neutral,neutral,667,7,5,24,2023-05-02 00:18:16.512,2023-05-02 00:18:18.064,1.552
6768,That's stealing!,Monica,sadness,negative,667,8,5,24,2023-05-02 00:18:18.064,2023-05-02 00:18:20.161,2.097
6769,"No, we'll-we'll bring it back! Just put it under your dress.",Chandler,neutral,neutral,667,9,5,24,2023-05-02 00:18:20.641,2023-05-02 00:18:22.850,2.209
6770,Ohh.,Monica,joy,positive,668,0,3,21,2023-05-02 00:18:30.400,2023-05-02 00:18:32.401,2.0010000000000003
6771,"Okay, one thing at a time.",Chandler,neutral,neutral,668,1,3,21,2023-05-02 00:18:34.530,2023-05-02 00:18:36.489,1.959
6774,"Oh, that's great.",Barry,joy,positive,669,2,1,2,2023-05-02 00:17:38.599,2023-05-02 00:17:41.392,2.793
6775,Why are- why are you so tanned?,Rachel,surprise,positive,669,3,1,2,2023-05-02 00:17:42.519,2023-05-02 00:17:43.936,1.417
6776,"Oh, I, uh- I went to Aruba.",Barry,neutral,neutral,669,4,1,2,2023-05-02 00:17:45.022,2023-05-02 00:17:48.649,3.6270000000000002
6777,Noooo!  I'm lying. I am so drunk.,Monica,joy,positive,670,0,1,21,2023-05-02 00:16:03.003,2023-05-02 00:16:06.756,3.753
6778,"Oh God, oh.",Rachel,anger,negative,670,1,1,21,2023-05-02 00:16:06.924,2023-05-02 00:16:08.257,1.3330000000000002
6779,"Great, Monica, y'know what, you could've called, I have been up here, I've been worried...",Rachel,sadness,negative,670,2,1,21,2023-05-02 00:16:11.261,2023-05-02 00:16:13.179,1.9180000000000001
6780,Monica? Monica!,Rachel,anger,negative,670,3,1,21,2023-05-02 00:16:13.347,2023-05-02 00:16:14.722,1.375
6781,Water rules!,Monica,joy,positive,670,4,1,21,2023-05-02 00:16:19.895,2023-05-02 00:16:22.522,2.6270000000000002
6783,Nope. Going to the,Monica,neutral,neutral,670,6,1,21,2023-05-02 00:16:31.699,2023-05-02 00:16:35.785,4.086
6784,"Okay Monica, what are you doing? You're gonna lose your job! This is not you!",Rachel,anger,negative,670,7,1,21,2023-05-02 00:16:35.953,2023-05-02 00:16:39.998,4.045
6785,"No, it is me!",Monica,joy,positive,670,8,1,21,2023-05-02 00:16:40.165,2023-05-02 00:16:41.916,1.7510000000000001
6787,"Y'know, when I'm with her, I am so much more than that.",Monica,joy,positive,670,10,1,21,2023-05-02 00:16:47.965,2023-05-02 00:16:52.677,4.712000000000001
6788,I'm- I'm Monana!,Monica,joy,positive,670,11,1,21,2023-05-02 00:16:52.845,2023-05-02 00:16:54.512,1.667
6791,What?,Rachel,neutral,neutral,670,14,1,21,2023-05-02 00:17:25.419,2023-05-02 00:17:26.919,1.5
6792,They've arrested Monica.,Monica,sadness,negative,670,15,1,21,2023-05-02 00:17:27.087,2023-05-02 00:17:29.547,2.46
6794,"Now, do you have any idea what you just said?",Ross,neutral,neutral,671,1,9,21,2023-05-02 00:16:01.669,2023-05-02 00:16:05.213,3.544
6795,"No, no, my mouth    says the words, my brain is thinking monster trucks!",Joey,neutral,neutral,671,2,9,21,2023-05-02 00:16:08.175,2023-05-02 00:16:12.303,4.128
6797,I just...,Ross,neutral,neutral,671,4,9,21,2023-05-02 00:16:17.017,2023-05-02 00:16:21.020,4.003
6798,I wrote that out phonetically for you.,Ross,neutral,neutral,671,5,9,21,2023-05-02 00:16:21.188,2023-05-02 00:16:23.030,1.842
6799,Phonetically?,Joey,neutral,neutral,671,6,9,21,2023-05-02 00:16:23.030,2023-05-02 00:16:25.797,2.7670000000000003
6800,"Yeah, yeah that means... you know? We just... we don't have time    for this.",Ross,neutral,neutral,671,7,9,21,2023-05-02 00:16:26.610,2023-05-02 00:16:30.029,3.419
6802,"Ok, but you know what? I gotta say, I'm really impressed that    you were able to memorize all this so quickly!",Ross,surprise,positive,671,8,9,21,2023-05-02 00:16:30.197,2023-05-02 00:16:34.909,4.712000000000001
6804,Wow. What does,Ross,surprise,positive,671,10,9,21,2023-05-02 00:16:42.126,2023-05-02 00:16:43.348,1.222
6805,No idea!,Joey,surprise,positive,671,11,9,21,2023-05-02 00:16:43.348,2023-05-02 00:16:46.138,2.79
6807,Ok! So let's move on to the Renaissance?,Ross,neutral,neutral,671,13,9,21,2023-05-02 00:16:58.976,2023-05-02 00:17:01.978,3.0020000000000002
6810,Come on! you...,Joey,neutral,neutral,671,16,9,21,2023-05-02 00:17:16.869,2023-05-02 00:17:17.954,1.085
6811,No!,Ross,anger,negative,671,17,9,21,2023-05-02 00:17:17.954,2023-05-02 00:17:18.184,0.23
6812,Oh.  Oh-oh.,Ross,neutral,neutral,672,0,4,1,2023-05-02 00:07:09.011,2023-05-02 00:07:11.221,2.21
6813,Hey!  What happened to you? Why didnt you come up?,Rachel,surprise,positive,672,1,4,1,2023-05-02 00:07:16.727,2023-05-02 00:07:20.480,3.753
6814,Done!,Ross,joy,positive,672,2,4,1,2023-05-02 00:07:21.357,2023-05-02 00:07:22.691,1.334
6815,You just finished?,Rachel,surprise,negative,672,3,4,1,2023-05-02 00:07:24.235,2023-05-02 00:07:25.457,1.222
6816,"Well, I wanted to be thorough.",Ross,neutral,neutral,672,4,4,1,2023-05-02 00:07:25.457,2023-05-02 00:07:27.500,2.043
6818,"And so I wanted to read every word carefully, twice!",Ross,joy,positive,672,6,4,1,2023-05-02 00:07:33.411,2023-05-02 00:07:37.247,3.8360000000000003
6819,"So umm, does it?",Rachel,neutral,neutral,672,7,4,1,2023-05-02 00:07:40.376,2023-05-02 00:07:44.296,3.9200000000000004
6820,Im sorry.,Ross,sadness,negative,672,8,4,1,2023-05-02 00:07:50.595,2023-05-02 00:07:51.970,1.375
6823,"What are you talking about, Ross, you just said that you read it twice!",Rachel,anger,negative,672,11,4,1,2023-05-02 00:08:07.987,2023-05-02 00:08:11.156,3.169
6824,"Look, y'know what, either it does or it doesnt, and if you have to even",Rachel,anger,negative,672,12,4,1,2023-05-02 00:08:11.324,2023-05-02 00:08:14.743,3.419
6825,"No, Rach, no. I dont, I dont, I dont",Ross,neutral,neutral,672,13,4,1,2023-05-02 00:08:14.911,2023-05-02 00:08:18.497,3.5860000000000003
6826,Are you sure?,Rachel,joy,positive,672,14,4,1,2023-05-02 00:08:49.278,2023-05-02 00:08:51.072,1.794
6827,"Oh, sure! Im sure.",Ross,joy,positive,672,15,4,1,2023-05-02 00:08:51.072,2023-05-02 00:08:52.246,1.1740000000000002
6829,You got married again.,Russell,neutral,neutral,673,0,6,2,2023-05-02 00:15:03.861,2023-05-02 00:15:06.154,2.293
6830,Yes.,Ross,neutral,neutral,673,1,6,2,2023-05-02 00:15:07.156,2023-05-02 00:15:08.197,1.0410000000000001
6831,So thats your second marriage in two years.,Russell,neutral,neutral,673,2,6,2,2023-05-02 00:15:09.116,2023-05-02 00:15:12.702,3.5860000000000003
6832,"Yes, second in two years. Third overall.",Ross,neutral,neutral,673,3,6,2,2023-05-02 00:15:12.870,2023-05-02 00:15:17.749,4.8790000000000004
6834,Why dont you tell me what happened.,Russell,neutral,neutral,673,5,6,2,2023-05-02 00:15:26.508,2023-05-02 00:15:29.344,2.8360000000000003
6835,"Basically, Rachel and I were in Vegas and we got drunk",Ross,neutral,neutral,673,6,6,2,2023-05-02 00:15:30.262,2023-05-02 00:15:34.057,3.7950000000000004
6837,"Yes-yes-yes! But, I-I do",Ross,neutral,neutral,673,8,6,2,2023-05-02 00:15:41.941,2023-05-02 00:15:43.942,2.0010000000000003
6838,"Oh, thats better then.",Russell,neutral,neutral,673,9,6,2,2023-05-02 00:15:44.151,2023-05-02 00:15:47.070,2.919
6839,This was just a drunken mistake and I need to get it annulled.,Ross,neutral,neutral,673,10,6,2,2023-05-02 00:15:48.530,2023-05-02 00:15:51.991,3.4610000000000003
6840,I see. Have you considered therapy?,Russell,neutral,neutral,673,11,6,2,2023-05-02 00:15:52.201,2023-05-02 00:15:56.412,4.211
6841,I think just the,Ross,neutral,neutral,673,12,6,2,2023-05-02 00:15:58.332,2023-05-02 00:16:02.126,3.794
6842,There are a couple of forms to fill out.,Russell,neutral,neutral,673,13,6,2,2023-05-02 00:16:02.419,2023-05-02 00:16:04.421,2.0020000000000002
6843,Easy.,Ross,neutral,neutral,673,14,6,2,2023-05-02 00:16:04.421,2023-05-02 00:16:04.767,0.34600000000000003
6844,"And well need to have witnesses who can testify that you were not of uh, sound mind.",Russell,neutral,neutral,673,15,6,2,2023-05-02 00:16:04.964,2023-05-02 00:16:09.384,4.42
6845,No problem.,Ross,neutral,neutral,673,16,6,2,2023-05-02 00:16:09.593,2023-05-02 00:16:11.469,1.8760000000000001
6846,And well need you and Rachel to testify before a judge.,Russell,neutral,neutral,673,17,6,2,2023-05-02 00:16:11.720,2023-05-02 00:16:14.889,3.169
6847,Ooh!,Ross,surprise,negative,673,18,6,2,2023-05-02 00:16:15.474,2023-05-02 00:16:16.766,1.292
6848,Theres no way to do this without her?,Ross,surprise,positive,673,19,6,2,2023-05-02 00:16:18.519,2023-05-02 00:16:20.853,2.334
6853,"But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.",Joey,neutral,neutral,674,1,1,18,2023-05-02 00:12:13.941,2023-05-02 00:12:18.194,4.253
6854,"Alright, here's my $7.50.  But I think you should know that this money is cursed.",Phoebe,neutral,neutral,674,2,1,18,2023-05-02 00:12:19.739,2023-05-02 00:12:23.658,3.919
6855,What?,Joey,surprise,positive,674,3,1,18,2023-05-02 00:12:23.826,2023-05-02 00:12:26.286,2.46
6857,"That's alright, I'll take it.",Chandler,neutral,neutral,674,5,1,18,2023-05-02 00:12:31.459,2023-05-02 00:12:32.419,0.9600000000000001
6858,Bad things happen to me anyway.,Chandler,neutral,neutral,674,6,1,18,2023-05-02 00:12:32.419,2023-05-02 00:12:34.647,2.228
6859,This way I can break 'em up with a movie.,Chandler,neutral,neutral,674,7,1,18,2023-05-02 00:12:35.671,2023-05-02 00:12:38.214,2.543
6862,You wanna do it right now?,Phoebe,neutral,neutral,675,0,2,1,2023-05-02 00:21:28.704,2023-05-02 00:21:30.376,1.6720000000000002
6863,Great!,Julie,joy,positive,675,1,2,1,2023-05-02 00:21:30.376,2023-05-02 00:21:31.308,0.932
6866,"Oh, yeah. Ok, thank you.",Phoebe,neutral,neutral,675,4,2,1,2023-05-02 00:21:56.315,2023-05-02 00:22:00.234,3.919
6867,You're welcome.,Rachel,neutral,neutral,675,5,2,1,2023-05-02 00:21:58.317,2023-05-02 00:22:00.234,1.917
6868,is for me not to see you anymore.,Ross,sadness,negative,676,0,5,5,2023-05-02 00:10:07.607,2023-05-02 00:10:11.735,4.128
6869,That's crazy!,Rachel,surprise,positive,676,1,5,5,2023-05-02 00:10:13.904,2023-05-02 00:10:15.426,1.522
6870,You can't do that!,Rachel,surprise,positive,676,2,5,5,2023-05-02 00:10:15.426,2023-05-02 00:10:16.488,1.062
6871,What are you going to tell her?,Rachel,sadness,negative,676,3,5,5,2023-05-02 00:10:16.488,2023-05-02 00:10:18.819,2.331
6872,Oh God.,Rachel,fear,negative,676,4,5,5,2023-05-02 00:10:24.123,2023-05-02 00:10:26.333,2.21
6873,"Ohh, you already agreed to this, haven't you?",Rachel,sadness,negative,676,5,5,5,2023-05-02 00:10:27.126,2023-05-02 00:10:29.377,2.2510000000000003
6874,"It's awful I know, I mean, I feel terrible but I have to do this if I want my marriage to work.",Ross,sadness,negative,676,6,5,5,2023-05-02 00:10:32.882,2023-05-02 00:10:36.676,3.794
6875,"And I do, I have to make",Ross,sadness,negative,676,7,5,5,2023-05-02 00:10:36.844,2023-05-02 00:10:41.389,4.545
6876,Ohh! Lucky me! Oh my God! That,Rachel,surprise,positive,676,8,5,5,2023-05-02 00:10:52.635,2023-05-02 00:10:57.489,4.854
6879,What are you doing?,Ross,surprise,negative,676,11,5,5,2023-05-02 00:11:11.712,2023-05-02 00:11:15.632,3.9200000000000004
6880,Storming out!,Rachel,anger,negative,676,12,5,5,2023-05-02 00:11:15.800,2023-05-02 00:11:16.612,0.812
6881,"Rachel, this is your apartment.",Ross,neutral,neutral,676,13,5,5,2023-05-02 00:11:16.612,2023-05-02 00:11:18.020,1.4080000000000001
6882,"Yeah, well that's how mad I am!!",Rachel,anger,negative,676,14,5,5,2023-05-02 00:11:18.135,2023-05-02 00:11:20.970,2.835
6883,These little women. Wow!,Joey,surprise,positive,677,0,3,13,2023-05-02 00:09:23.145,2023-05-02 00:09:27.357,4.212000000000001
6884,"Your liking it, huh?",Chandler,neutral,neutral,677,1,3,13,2023-05-02 00:09:28.526,2023-05-02 00:09:29.609,1.083
6886,"Umm, Jos a girl, its short for Josephine.",Ross,neutral,neutral,677,3,3,13,2023-05-02 00:09:38.869,2023-05-02 00:09:41.871,3.0020000000000002
6887,Chandler.,Phoebe,neutral,neutral,678,0,3,5,2023-05-02 00:04:18.049,2023-05-02 00:04:18.561,0.512
